normalisasi,Score,Sentiment,tokenize,stopword removal
pantas negara hutang ya tidak beres beres,-1,Negatif,"['pantas', 'negara', 'hutang', 'ya', 'tidak', 'beres', 'beres']",negara hutang beres beres
coba ditanya total pwnerimaan per bulan,-1,Negatif,"['coba', 'ditanya', 'total', 'pwnerimaan', 'per', 'bulan']",coba total pwnerimaan
preetttt sudah lah penjelasan ya lain lain,0,Netral,"['preetttt', 'sudah', 'lah', 'penjelasan', 'ya', 'lain', 'lain']",preetttt penjelasan
dasco cowok ya apa,0,Netral,"['dasco', 'cowok', 'ya', 'apa']",dasco cowok
bisa begitu nganggar ya,1,Positif,"['bisa', 'begitu', 'nganggar', 'ya']",nganggar
berani buka dan transparan tidak kalau gaji broa dan tunjangan berapa berani tidak mana mungkin berani semua hanya omong saja semua bisa bos,-8,Negatif,"['berani', 'buka', 'dan', 'transparan', 'tidak', 'kalau', 'gaji', 'broa', 'dan', 'tunjangan', 'berapa', 'berani', 'tidak', 'mana', 'mungkin', 'berani', 'semua', 'hanya', 'omong', 'saja', 'semua', 'bisa', 'bos']",berani buka transparan gaji broa tunjangan berani berani omong
kerja kalian apa kok besar sekali gaji kalian mana buktinya kalau kalian kerja tunjukkan jika ada karja kalian kami tidak merasakan sampai saat ini,-2,Negatif,"['kerja', 'kalian', 'apa', 'kok', 'besar', 'sekali', 'gaji', 'kalian', 'mana', 'buktinya', 'kalau', 'kalian', 'kerja', 'tunjukkan', 'jika', 'ada', 'karja', 'kalian', 'kami', 'tidak', 'merasakan', 'sampai', 'saat', 'ini']",kerja gaji buktinya kerja tunjukkan karja merasakan
kader dari gerindra tidak ada yang becus,-3,Negatif,"['kader', 'dari', 'gerindra', 'tidak', 'ada', 'yang', 'becus']",kader gerindra becus
tunjangan rumah buat apaan memang ada anggota dpr yang masih ngontrak dirumah petakan,-2,Negatif,"['tunjangan', 'rumah', 'buat', 'apaan', 'memang', 'ada', 'anggota', 'dpr', 'yang', 'masih', 'ngontrak', 'dirumah', 'petakan']",tunjangan rumah anggota dpr ngontrak dirumah petakan
aku tak peduli yang penting dpr bubarkan,-1,Negatif,"['aku', 'tak', 'peduli', 'yang', 'penting', 'dpr', 'bubarkan']",peduli dpr bubarkan
giliran didemo buat alasan tahun,2,Positif,"['giliran', 'didemo', 'buat', 'alasan', 'tahun']",giliran didemo alasan
lah pak dasco saya tidak percaya,-1,Negatif,"['lah', 'pak', 'dasco', 'saya', 'tidak', 'percaya']",dasco percaya
mungkin nanti ganti nama tunjangan tempat tinggal misal tunjanagan lainlain,-4,Negatif,"['mungkin', 'nanti', 'ganti', 'nama', 'tunjangan', 'tempat', 'tinggal', 'misal', 'tunjanagan', 'lainlain']",ganti nama tunjangan tinggal tunjanagan lainlain
intine anggota dpr itu gatel,-3,Negatif,"['intine', 'anggota', 'dpr', 'itu', 'gatel']",intine anggota dpr gatel
amit gue memilih legislatif lagi,-2,Negatif,"['amit', 'gue', 'memilih', 'legislatif', 'lagi']",amit memilih legislatif
lah memang angota dpr pada tidak punya rumah dikasih tunjangan rumah bukanya ada rumah dinas dpr enak benar gajih uang bensin uang lauk tidak sekalian buat laki byar psk sekalian,1,Positif,"['lah', 'memang', 'angota', 'dpr', 'pada', 'tidak', 'punya', 'rumah', 'dikasih', 'tunjangan', 'rumah', 'bukanya', 'ada', 'rumah', 'dinas', 'dpr', 'enak', 'benar', 'gajih', 'uang', 'bensin', 'uang', 'lauk', 'tidak', 'sekalian', 'buat', 'laki', 'byar', 'psk', 'sekalian']",angota dpr rumah dikasih tunjangan rumah bukanya rumah dinas dpr enak gajih uang bensin uang lauk laki byar psk
enak ya jadi anggota dewan,-1,Negatif,"['enak', 'ya', 'jadi', 'anggota', 'dewan']",enak anggota dewan
semua ini berawal dari pajak tinggi tunjangan dpr sengsarakan rakyat rakyat sudah muak revolusi harus dilakukan,-6,Negatif,"['semua', 'ini', 'berawal', 'dari', 'pajak', 'tinggi', 'tunjangan', 'dpr', 'sengsarakan', 'rakyat', 'rakyat', 'sudah', 'muak', 'revolusi', 'harus', 'dilakukan']",pajak tunjangan dpr sengsarakan rakyat rakyat muak revolusi
gue kerja kok tidak ada ya yang memikirkan biaya tinggal gue sebenarnya dengan gaji dan segala macam tunjangan lainnya tidak dikasih tunjangan rumahpun mereka masih bisa hidup dirumah yang lebih dari layak,-3,Negatif,"['gue', 'kerja', 'kok', 'tidak', 'ada', 'ya', 'yang', 'memikirkan', 'biaya', 'tinggal', 'gue', 'sebenarnya', 'dengan', 'gaji', 'dan', 'segala', 'macam', 'tunjangan', 'lainnya', 'tidak', 'dikasih', 'tunjangan', 'rumahpun', 'mereka', 'masih', 'bisa', 'hidup', 'dirumah', 'yang', 'lebih', 'dari', 'layak']",kerja memikirkan biaya tinggal gaji tunjangan dikasih tunjangan rumahpun hidup dirumah layak
belut sedang mencari jalan keluar,-2,Negatif,"['belut', 'sedang', 'mencari', 'jalan', 'keluar']",belut mencari jalan
manfaat kalian itu dpr ubtuk rakyat apa,-1,Negatif,"['manfaat', 'kalian', 'itu', 'dpr', 'ubtuk', 'rakyat', 'apa']",manfaat dpr ubtuk rakyat
dpr banyak yang koruptor tertangkap mangkanya rakyat protes,-2,Negatif,"['dpr', 'banyak', 'yang', 'koruptor', 'tertangkap', 'mangkanya', 'rakyat', 'protes']",dpr koruptor tertangkap mangkanya rakyat protes
kok tidak masuk akal sih pak,-2,Negatif,"['kok', 'tidak', 'masuk', 'akal', 'sih', 'pak']",masuk akal
sudah begini baru pada sibuk klarifikasi kemarin pada joged lah bilang tolol lah,-4,Negatif,"['sudah', 'begini', 'baru', 'pada', 'sibuk', 'klarifikasi', 'kemarin', 'pada', 'joged', 'lah', 'bilang', 'tolol', 'lah']",sibuk klarifikasi kemarin joged bilang tolol
pertanyaan nyaemang ada yang jadi dpr yang tidak punya rumah yang ada memang rumahnya sudah mentereng semua,-3,Negatif,"['pertanyaan', 'nyaemang', 'ada', 'yang', 'jadi', 'dpr', 'yang', 'tidak', 'punya', 'rumah', 'yang', 'ada', 'memang', 'rumahnya', 'sudah', 'mentereng', 'semua']",nyaemang dpr rumah rumahnya mentereng
dpr tidak ada manfaat ya buat rakyat,2,Positif,"['dpr', 'tidak', 'ada', 'manfaat', 'ya', 'buat', 'rakyat']",dpr manfaat rakyat
harusnya tunjangan juta perbulan untuk rumah,1,Positif,"['harusnya', 'tunjangan', 'juta', 'perbulan', 'untuk', 'rumah']",tunjangan juta perbulan rumah
tidak masuk akal dikasih ya dalam setahun tapi buat tahun,2,Positif,"['tidak', 'masuk', 'akal', 'dikasih', 'ya', 'dalam', 'setahun', 'tapi', 'buat', 'tahun']",masuk akal dikasih setahun
bisa saja ngelesnya dascoookkk,-1,Negatif,"['bisa', 'saja', 'ngelesnya', 'dascoookkk']",ngelesnya dascoookkk
mengomong ubah ubah yang benar yang mana juta sebulan juga bukan main baru tunjangan rumah belum yang lain lain,-5,Negatif,"['mengomong', 'ubah', 'ubah', 'yang', 'benar', 'yang', 'mana', 'juta', 'sebulan', 'juga', 'bukan', 'main', 'baru', 'tunjangan', 'rumah', 'belum', 'yang', 'lain', 'lain']",mengomong ubah ubah juta sebulan main tunjangan rumah
rakyat yang mencari rumah subsidi buat mencari angsurannya saja harus mikir duluini enakan sekali setiap bulan di kasih juta buat kontrak rumah edaan,-2,Negatif,"['rakyat', 'yang', 'mencari', 'rumah', 'subsidi', 'buat', 'mencari', 'angsurannya', 'saja', 'harus', 'mikir', 'duluini', 'enakan', 'sekali', 'setiap', 'bulan', 'di', 'kasih', 'juta', 'buat', 'kontrak', 'rumah', 'edaan']",rakyat mencari rumah subsidi mencari angsurannya mikir duluini enakan kasih juta kontrak rumah edaan
itu baru tunjangan rumah,-1,Negatif,"['itu', 'baru', 'tunjangan', 'rumah']",tunjangan rumah
wow sama tahun beli rumah bisa pak mengapai ngotrk lagi sehat indonesiaku,1,Positif,"['wow', 'sama', 'tahun', 'beli', 'rumah', 'bisa', 'pak', 'mengapai', 'ngotrk', 'lagi', 'sehat', 'indonesiaku']",wow beli rumah mengapai ngotrk sehat indonesiaku
pokok ya bubar kan dia ini sudah jelas mengalihkan pandangan masyarakat,-1,Negatif,"['pokok', 'ya', 'bubar', 'kan', 'dia', 'ini', 'sudah', 'jelas', 'mengalihkan', 'pandangan', 'masyarakat']",pokok bubar mengalihkan pandangan masyarakat
kalian percaya omonganya politusi saya pertegas politisi,0,Netral,"['kalian', 'percaya', 'omonganya', 'politusi', 'saya', 'pertegas', 'politisi']",percaya omonganya politusi pertegas politisi
penak men uripmu kang,0,Netral,"['penak', 'men', 'uripmu', 'kang']",penak men uripmu kang
seolah olah dpr pendapatan kecil biar rakyat adem,-1,Negatif,"['seolah', 'olah', 'dpr', 'pendapatan', 'kecil', 'biar', 'rakyat', 'adem']",olah dpr pendapatan rakyat adem
orang ini dapat bintang tsnda jasa jasanya apa,0,Netral,"['orang', 'ini', 'dapat', 'bintang', 'tsnda', 'jasa', 'jasanya', 'apa']",orang bintang tsnda jasa jasanya
sudah tidak usah mengomong uang rakyat lagi susah menyakiti rakyat lo,-5,Negatif,"['sudah', 'tidak', 'usah', 'mengomong', 'uang', 'rakyat', 'lagi', 'susah', 'menyakiti', 'rakyat', 'lo']",mengomong uang rakyat susah menyakiti rakyat
memang anggota dpr pada susah ya rumah saja pada ngontrak padahal pas di lantik pada bawa mobil mewah,-1,Negatif,"['memang', 'anggota', 'dpr', 'pada', 'susah', 'ya', 'rumah', 'saja', 'pada', 'ngontrak', 'padahal', 'pas', 'di', 'lantik', 'pada', 'bawa', 'mobil', 'mewah']",anggota dpr susah rumah ngontrak pas lantik bawa mobil mewah
jangan ngeles om,-2,Negatif,"['jangan', 'ngeles', 'om']",ngeles om
sahkan ruu perampaaan aset,0,Netral,"['sahkan', 'ruu', 'perampaaan', 'aset']",sahkan ruu perampaaan aset
enak banget ya ngontrak rumah saja di bayarin sama negara dan negara ambil uang itu dari majaki rakyatnya kalau anggaran itu di alihkan untuk kebijakan lain maka akan bermanfaat bayangkan per orang dapat juta sebulan selama setahun berarti juta lalu juta di kalikan jumlah anggota dpr berapa ratus miliar itu bisa bikin perumahan rakyat yang harganya terjangkau bisa di beli oleh rakyat kecil kayak petani kuli pedagang kaki lima dan lain lain,-3,Negatif,"['enak', 'banget', 'ya', 'ngontrak', 'rumah', 'saja', 'di', 'bayarin', 'sama', 'negara', 'dan', 'negara', 'ambil', 'uang', 'itu', 'dari', 'majaki', 'rakyatnya', 'kalau', 'anggaran', 'itu', 'di', 'alihkan', 'untuk', 'kebijakan', 'lain', 'maka', 'akan', 'bermanfaat', 'bayangkan', 'per', 'orang', 'dapat', 'juta', 'sebulan', 'selama', 'setahun', 'berarti', 'juta', 'lalu', 'juta', 'di', 'kalikan', 'jumlah', 'anggota', 'dpr', 'berapa', 'ratus', 'miliar', 'itu', 'bisa', 'bikin', 'perumahan', 'rakyat', 'yang', 'harganya', 'terjangkau', 'bisa', 'di', 'beli', 'oleh', 'rakyat', 'kecil', 'kayak', 'petani', 'kuli', 'pedagang', 'kaki', 'lima', 'dan', 'lain', 'lain']",enak ngontrak rumah bayarin negara negara ambil uang majaki rakyatnya anggaran alihkan kebijakan bermanfaat bayangkan orang juta sebulan setahun juta juta kalikan anggota dpr ratus miliar bikin perumahan rakyat harganya terjangkau beli rakyat petani kuli pedagang kaki
juta kontrak rumah yang kayak istanah kah bos,1,Positif,"['juta', 'kontrak', 'rumah', 'yang', 'kayak', 'istanah', 'kah', 'bos']",juta kontrak rumah istanah kah
kalau reses bagaimana pak tunjangan lainnya sampai milyaran kata pak mahfud boleh tahu teknisnya seperti apa kenapa perlu sebanyak itu,-4,Negatif,"['kalau', 'reses', 'bagaimana', 'pak', 'tunjangan', 'lainnya', 'sampai', 'milyaran', 'kata', 'pak', 'mahfud', 'boleh', 'tahu', 'teknisnya', 'seperti', 'apa', 'kenapa', 'perlu', 'sebanyak', 'itu']",reses tunjangan milyaran mahfud teknisnya
hspuskan tunjangan pensiun anggota dpr kerja cuma tahu tunjangan pensiun ya seumur hidup,-4,Negatif,"['hspuskan', 'tunjangan', 'pensiun', 'anggota', 'dpr', 'kerja', 'cuma', 'tahu', 'tunjangan', 'pensiun', 'ya', 'seumur', 'hidup']",hspuskan tunjangan pensiun anggota dpr kerja tunjangan pensiun seumur hidup
mau nipu lagi benar tikus ini hama,-2,Negatif,"['mau', 'nipu', 'lagi', 'benar', 'tikus', 'ini', 'hama']",nipu tikus hama
lah rumah dinas yang selama ini dipakai bagaimana bos mau dibengkalaikan begitu saja,0,Netral,"['lah', 'rumah', 'dinas', 'yang', 'selama', 'ini', 'dipakai', 'bagaimana', 'bos', 'mau', 'dibengkalaikan', 'begitu', 'saja']",rumah dinas dipakai dibengkalaikan
berani transparan tidak ini atau cuma omon doang,-1,Negatif,"['berani', 'transparan', 'tidak', 'ini', 'atau', 'cuma', 'omon', 'doang']",berani transparan omon
sudah lagi lah pak wakil rakyat apaan rakyat sengsara berkepanjangan kalian hidup mewah berkepanjangan hapus semua tunjangan cukup gaji juta pensiun di tiadakan ini baru pas untuk kalian di dpr,-6,Negatif,"['sudah', 'lagi', 'lah', 'pak', 'wakil', 'rakyat', 'apaan', 'rakyat', 'sengsara', 'berkepanjangan', 'kalian', 'hidup', 'mewah', 'berkepanjangan', 'hapus', 'semua', 'tunjangan', 'cukup', 'gaji', 'juta', 'pensiun', 'di', 'tiadakan', 'ini', 'baru', 'pas', 'untuk', 'kalian', 'di', 'dpr']",wakil rakyat rakyat sengsara berkepanjangan hidup mewah berkepanjangan hapus tunjangan gaji juta pensiun tiadakan pas dpr
enak sekali kau mengomong pak,-1,Negatif,"['enak', 'sekali', 'kau', 'mengomong', 'pak']",enak kau mengomong
juta sudah jadi rumah dan tidak perlu kontrak untuk selanjutnya,2,Positif,"['juta', 'sudah', 'jadi', 'rumah', 'dan', 'tidak', 'perlu', 'kontrak', 'untuk', 'selanjutnya']",juta rumah kontrak
pintar banget gila,1,Positif,"['pintar', 'banget', 'gila']",pintar
satu komloptan yan saling menutupi benerkan,0,Netral,"['satu', 'komloptan', 'yan', 'saling', 'menutupi', 'benerkan']",komloptan yan menutupi benerkan
setiap bulan juta ngontrak,0,Netral,"['setiap', 'bulan', 'juta', 'ngontrak']",juta ngontrak
gua nangkepnya tiap bulan juta kalau kos yang bagus bulan paling juta sisanya buat,-2,Negatif,"['gua', 'nangkepnya', 'tiap', 'bulan', 'juta', 'kalau', 'kos', 'yang', 'bagus', 'bulan', 'paling', 'juta', 'sisanya', 'buat']",gua nangkepnya juta kos bagus juta sisanya
ini wakil ketua dpr serasa ketua ya kwkwkw banyak kali pegang mic dan itu penting penting lagi yang disampaikan beliau,-3,Negatif,"['ini', 'wakil', 'ketua', 'dpr', 'serasa', 'ketua', 'ya', 'kwkwkw', 'banyak', 'kali', 'pegang', 'mic', 'dan', 'itu', 'penting', 'penting', 'lagi', 'yang', 'disampaikan', 'beliau']",wakil ketua dpr serasa ketua kwkwkw kali pegang mic beliau
perumahan macam apa itu selama tahun juta,-1,Negatif,"['perumahan', 'macam', 'apa', 'itu', 'selama', 'tahun', 'juta']",perumahan juta
jangan percaya sama tikus,1,Positif,"['jangan', 'percaya', 'sama', 'tikus']",percaya tikus
niat kerja apa niat gawa cok,0,Netral,"['niat', 'kerja', 'apa', 'niat', 'gawa', 'cok']",niat kerja niat gawa cok
pak kontrakan kita pertahun juta kita menjerit pak bpk enak kali sebut angka juta bulan tanpa beban,-1,Negatif,"['pak', 'kontrakan', 'kita', 'pertahun', 'juta', 'kita', 'menjerit', 'pak', 'bpk', 'enak', 'kali', 'sebut', 'angka', 'juta', 'bulan', 'tanpa', 'beban']",kontrakan pertahun juta menjerit bpk enak kali angka juta beban
xjt tahun kita gajih masih juta masih mkan transportasi belum cicilan,0,Netral,"['xjt', 'tahun', 'kita', 'gajih', 'masih', 'juta', 'masih', 'mkan', 'transportasi', 'belum', 'cicilan']",xjt gajih juta mkan transportasi cicilan
kenapa ayam di ekspor ke singapor pak dasco,0,Netral,"['kenapa', 'ayam', 'di', 'ekspor', 'ke', 'singapor', 'pak', 'dasco']",ayam ekspor singapor dasco
kenapa ayam di ekspor ke singapor pak dasco,0,Netral,"['kenapa', 'ayam', 'di', 'ekspor', 'ke', 'singapor', 'pak', 'dasco']",ayam ekspor singapor dasco
iganti pejabat lama titipan mulyono,-2,Negatif,"['iganti', 'pejabat', 'lama', 'titipan', 'mulyono']",iganti pejabat titipan mulyono
habiskan saja uang negara untuk mereka dasco,-1,Negatif,"['habiskan', 'saja', 'uang', 'negara', 'untuk', 'mereka', 'dasco']",habiskan uang negara dasco
kalau gaji dpr sama pun tidak papa tapi buat kerja yang nyata donggsahkan perampasan aset pagi para koruptor,0,Netral,"['kalau', 'gaji', 'dpr', 'sama', 'pun', 'tidak', 'papa', 'tapi', 'buat', 'kerja', 'yang', 'nyata', 'donggsahkan', 'perampasan', 'aset', 'pagi', 'para', 'koruptor']",gaji dpr papa kerja nyata donggsahkan perampasan aset pagi koruptor
lah kalau mau sama mending beli ruma ke depannya bisa di pakai terus,0,Netral,"['lah', 'kalau', 'mau', 'sama', 'mending', 'beli', 'ruma', 'ke', 'depannya', 'bisa', 'di', 'pakai', 'terus']",mending beli ruma depannya
anggota dpr orang kayak mana ada yang ngontrak rakyat saja dipajaki pak,-4,Negatif,"['anggota', 'dpr', 'orang', 'kayak', 'mana', 'ada', 'yang', 'ngontrak', 'rakyat', 'saja', 'dipajaki', 'pak']",anggota dpr orang ngontrak rakyat dipajaki
sebenarnya yang banyak itu uang perjalanan dinas at kunkerwoww,-1,Negatif,"['sebenarnya', 'yang', 'banyak', 'itu', 'uang', 'perjalanan', 'dinas', 'at', 'kunkerwoww']",uang perjalanan dinas at kunkerwoww
pekerja lho jauh bayar kontakan dengan uang gaji sendiri,-1,Negatif,"['pekerja', 'lho', 'jauh', 'bayar', 'kontakan', 'dengan', 'uang', 'gaji', 'sendiri']",pekerja bayar kontakan uang gaji
sak senengmu pak sak karepmu terserah anda wis suka suka anda pak ingat indak ada yang nyoblos caleg,-4,Negatif,"['sak', 'senengmu', 'pak', 'sak', 'karepmu', 'terserah', 'anda', 'wis', 'suka', 'suka', 'anda', 'pak', 'ingat', 'indak', 'ada', 'yang', 'nyoblos', 'caleg']",sak senengmu sak karepmu terserah wis suka suka indak nyoblos caleg
setiap bulannya juta selama lima tahun,1,Positif,"['setiap', 'bulannya', 'juta', 'selama', 'lima', 'tahun']",bulannya juta
jangan membela pak buka swmua anggaran dprri gaji kalian tunjangan semua pendapatan kalian harus dibuka biar rakyat tau apa yang kalian terima apa yang kalian kerjakan buat rakyat,-7,Negatif,"['jangan', 'membela', 'pak', 'buka', 'swmua', 'anggaran', 'dprri', 'gaji', 'kalian', 'tunjangan', 'semua', 'pendapatan', 'kalian', 'harus', 'dibuka', 'biar', 'rakyat', 'tau', 'apa', 'yang', 'kalian', 'terima', 'apa', 'yang', 'kalian', 'kerjakan', 'buat', 'rakyat']",membela buka swmua anggaran dprri gaji tunjangan pendapatan dibuka rakyat terima kerjakan rakyat
yang memberikan tunjangan itu siapa presiden atas persetujuan dpr itu sendiri ya,-4,Negatif,"['yang', 'memberikan', 'tunjangan', 'itu', 'siapa', 'presiden', 'atas', 'persetujuan', 'dpr', 'itu', 'sendiri', 'ya']",tunjangan presiden persetujuan dpr
cari kan kontrakan yang an saja pak,-3,Negatif,"['cari', 'kan', 'kontrakan', 'yang', 'an', 'saja', 'pak']",cari kontrakan an
beda orang beda pwnjelasanmereka bingung cara ya bagaimana agar alasan mereka di terima di masy,-1,Negatif,"['beda', 'orang', 'beda', 'pwnjelasanmereka', 'bingung', 'cara', 'ya', 'bagaimana', 'agar', 'alasan', 'mereka', 'di', 'terima', 'di', 'masy']",beda orang beda pwnjelasanmereka bingung alasan terima masy
seharusnya rumah dinas ya di ambil itu kan di pakai semasa jabatan ya saja dari pada di beri juta lalu rumah dinas yang di diri kan negara nganggur,-2,Negatif,"['seharusnya', 'rumah', 'dinas', 'ya', 'di', 'ambil', 'itu', 'kan', 'di', 'pakai', 'semasa', 'jabatan', 'ya', 'saja', 'dari', 'pada', 'di', 'beri', 'juta', 'lalu', 'rumah', 'dinas', 'yang', 'di', 'diri', 'kan', 'negara', 'nganggur']",rumah dinas ambil jabatan juta rumah dinas negara nganggur
yang perlu ditunjang itu rakyat yang yang berpenghasilan dibwh taraf hidup layak bukan yang sudah layak ditunjang katanya orang pintar titel saja bererot,-7,Negatif,"['yang', 'perlu', 'ditunjang', 'itu', 'rakyat', 'yang', 'yang', 'berpenghasilan', 'dibwh', 'taraf', 'hidup', 'layak', 'bukan', 'yang', 'sudah', 'layak', 'ditunjang', 'katanya', 'orang', 'pintar', 'titel', 'saja', 'bererot']",ditunjang rakyat berpenghasilan dibwh taraf hidup layak layak ditunjang orang pintar titel bererot
tahun sudah bisa beli rumah,1,Positif,"['tahun', 'sudah', 'bisa', 'beli', 'rumah']",beli rumah
bapakibu dpr anda lagi tidak baikbaik saya,-4,Negatif,"['bapakibu', 'dpr', 'anda', 'lagi', 'tidak', 'baikbaik', 'saya']",bapakibu dpr baikbaik
batasi saja sebaiknya perbulan juta sudah mewah itu,-1,Negatif,"['batasi', 'saja', 'sebaiknya', 'perbulan', 'juta', 'sudah', 'mewah', 'itu']",batasi perbulan juta mewah
sesama dpr saja beda pernyataan kacau sudah kalian ini,-2,Negatif,"['sesama', 'dpr', 'saja', 'beda', 'pernyataan', 'kacau', 'sudah', 'kalian', 'ini']",dpr beda pernyataan kacau
waduh waduh itu kegedean kali bulan kita jangan ngitung juta bos kita itung kali berapa bos,-1,Negatif,"['waduh', 'waduh', 'itu', 'kegedean', 'kali', 'bulan', 'kita', 'jangan', 'ngitung', 'juta', 'bos', 'kita', 'itung', 'kali', 'berapa', 'bos']",kegedean kali ngitung juta itung kali
dia mulu yang ngomongg,-2,Negatif,"['dia', 'mulu', 'yang', 'ngomongg']",mulu ngomongg
wow kok tidak ada berita sebelumnya,-2,Negatif,"['wow', 'kok', 'tidak', 'ada', 'berita', 'sebelumnya']",wow berita
biasanya yang benar itu orang pertama yang bikin viral,-3,Negatif,"['biasanya', 'yang', 'benar', 'itu', 'orang', 'pertama', 'yang', 'bikin', 'viral']",orang bikin viral
itu belum yang di korupsi,-3,Negatif,"['itu', 'belum', 'yang', 'di', 'korupsi']",korupsi
ngeles ubah kebijakan buat menyenangkan rakyat,1,Positif,"['ngeles', 'ubah', 'kebijakan', 'buat', 'menyenangkan', 'rakyat']",ngeles ubah kebijakan menyenangkan rakyat
